,Query,Document,Relevance Actual,Relevance Predicted
4008,how old was the elephant man when he died,"They too were disgusted, plus Merrick's manager basically stole his money and sent him back to England, destitute. At that point, Merrick had little choice but to remain in a hospital for the rest of his days. On April 11, 1890, those days ended; Merrick died in his sleep.",0,0
4009,how old was the elephant man when he died,"Who. Lin Wang. What. 86   year (s):day (s) Where. Taiwan, China (Taipei) When. 26 February 2003. The oldest elephant ever was Lin Wang, an Asian elephant ( Elephas maximus ), who died on 26 February 2003 aged 86, at Taipei Zoo, Taiwan.",0,3
4010,how old was the elephant man when he died,"Kenny Baker was born on August 24, 1934 in Birmingham, England as Kenneth George Baker. He was an actor, known for Time Bandits (1981), Star Wars: Episode III - Revenge of the Sith (2005) and The Elephant Man (1980). He was married to Eileen Baker. He died on August 13, 2016 in Preston, Lancashire,... R2-D2.",0,0
4011,how old was the elephant man when he died,"Mini Bio (1) Kenny Baker was born on August 24, 1934 in Birmingham, England as Kenneth George Baker. He was an actor, known for Time Bandits (1981), Star Wars: Episode III - Revenge of the Sith (2005) and The Elephant Man (1980). He was married to Eileen Baker.",0,0
4012,how old was the elephant man when he died,"Storyline. In Victorian London, Dr. Frederick Treves with the London Hospital comes across a circus sideshow attraction run by a man named Bytes called ""The Elephant Man"". In actuality, the creature on display is indeed a man, twenty-one-year-old Joseph ""John"" Merrick, who has several physical deformities, including an oversized and disfigured skull, and an oversized and disfigured right shoulder.",1,0
4013,how old was the elephant man when he died,"The American star, who took on the character in Johnny Weissmuller's remake of Tarzan, the Ape Man in 1959 when he was just 24, had long been suffering from ALS. His agent confirmed the news of his passing, aged 80, to Hollywood Reporter.",0,0
4014,how old was the elephant man when he died,"Don't show me this message again. Elephants can have a life span of up to 70 years, although some live even longer than that . (Getty) The tallest man in Europe, 7ft 7in former basketball player turned actor Neil Fingleton, who played roles in Game of Thrones, and the X-Men and Avengers films, has died aged just 36.",0,0
4015,how old was the elephant man when he died,"Chamila Karunarathne/AP Images. Last year, a 57-year-old woman and a 64-year-old man were trampled to death by elephants at the Maramba River Lodge in Livingstone, Zambia.",0,0
4016,how old was the elephant man when he died,"There are few mummies as well-studied as Ötzi the iceman. The roughly 45-year-old man sustained a head injury and an artery-piercing arrow in his shoulder when he died sometime between 3370 B.C. and 3100 B.C., during the Copper Age.",0,0
4017,how old was the elephant man when he died,"On July 17, 2002, a 39-year-old man, James Franklin, died when the cave he used for shelter at South Carlsbad State Beach collapsed on him. Debate has gone on for decades about the causes of the cliff erosion and what to do about it, in Encinitas and other parts of San Diego.",0,0
4018,how old was the elephant man when he died,"Ethan Miller/Getty Images. Richard Harrison died at the age of 77, and thanks to his shop, the success of Pawn Stars, and some other endeavors, he died a wealthy man with a lot of assets. As any responsible adult would, he set up a will naming his wife, Joanne, and three sons (Rick, Christopher, and Joseph Harrison) as his heirs and beneficiaries.",0,0
4019,how old was the elephant man when he died,"But despite my epilepsy, he never treated me differently."". Harrison recalled at time when he was 16 and attempted to challenge the Old Man ""I tried to act all tough and told him 'f*** you' to him,"" Harrison said. In response, his father punched him in the face, knocking him to the ground.",0,0
4020,how old was the elephant man when he died,"As Rick Harrison recalled in his 2011 book License to Pawn, the Old Man stole a car when he was 17, and a North Carolina judge gave him a choice: enlist or go to jail. Enlist he did, and after training, he shipped out for tours on the Orleck and the Twining, both destroyers.",0,0
4021,how old was the elephant man when he died,"He left the service when his four-year tour was up in 1962, only to return in two years after his newborn daughter's health problems generated big medical bills.",0,0
4022,how old was the elephant man when he died,"How old was Shakespeare when he died? William Shakespeare died on the day he turned 52 years old, on 23 April 1616.",0,0
4023,how old was the elephant man when he died,"How old was Shakespeare when he died? William Shakespeare died on the day he turned 52 years old, on 23 April 1616.",0,0
4024,how old was the elephant man when he died,"Sadly, Mohan died about a year after he was freed, with Wildlife SOS stating that his body succumbed to decades of abuse that he had to endure. Mohan spent the last year of his life well cared for and loved by everyone at Wildlife SOS. 6. Tyranza (July 1964 – Present) Oldest Age Reached: 54 years old as of July 2018.",0,1
4025,how old was the elephant man when he died,"Although people claim there are other elephants older than Lin Wang, he is currently still listed by the Guinness World Records as the oldest elephant in captivity. Lin Wang died in 2003 at the age of 86 and spent the later part of his life living comfortably at the Taipei Zoo in Taiwan.",0,1
4026,how old was the elephant man when he died,"When we take that biological age of JESUS, HE was 33 when HE died. But, then when we factor~in the 9 months that HE was in HIS mother’s womb, HE was also somewhere between 34 and 34 and 9 months old when HE died. Satisfying both man’s number 6 and GOD’S number 7.",0,0
4027,how old was the elephant man when he died,"It depends which sort of elephant it is. The asian elephant can survive for about 60 years in wildlife, but in a zoo it could become 80 years. The oldest recorded asian elephant died at an age of 86 years old! I think the african ones don't live that long because their ivory is very wanted so they just kill them...",0,1
4028,how old was the elephant man when he died,"Updated 10 months ago · Author has 77 answers and 34.1K answer views. It's possible that the youngest living Vietnam Veteran may be 61 years old. Here's a fact: Jeffery Lynn Scheller, USN, born July 31, 1954 was Killed In Action on October 1, 1972. He was 18 years, 2 months and 1 day old.",0,0
4029,how old was the elephant man when he died,"He was however in terms of his birthdate 112 years old when meeting them and died when he was biologically 66. It’s not known how Sokka dies, as his death is glossed over a bit. He most likely died of old age, as neither Zuko or Katara seemed particularly angry at the Red Lotus in LoK.",0,0
4030,how old was the elephant man when he died,"The human brain, however, is larger when measured as a proportion of our total body weight. The average life span of an elephant is 50-70 years, but the oldest known elephant in the world was 86 when he died. Elephants walk at about 4mph, and they are able to swim long distances.",0,1
4031,how old was the elephant man when he died,"The average life span of an elephant is 50-70 years, but the oldest known elephant in the world was 86 when he died. Elephants walk at about 4mph, and they are able to swim long distances. They are, however, the only mammal which can’t jump.",0,1
4032,how old was the elephant man when he died,"Ashon Shakya. , HP Fan. Answered 4 years ago. According to time line his age is 115 when he died but what i think is when J.K. Rowling said Dumbledore was 150 years old.. is that she subtly meant he was using time turner to go to past, probably being friends with Nicholas Flammel helped a lot in surviving so long.",0,0
4033,how old was the elephant man when he died,"He was however in terms of his birthdate 112 years old when meeting them and died when he was biologically 66. It’s not known how Sokka dies, as his death is glossed over a bit. He most likely died of old age, as neither Zuko or Katara seemed particularly angry at the Red Lotus in LoK.",0,0
4034,how old was the elephant man when he died,"By Kat Eschner. smithsonianmag.com. January 4, 2017. On this day in 1903, Topsy the elephant died of electrocution on Coney Island. Many believe Topsy was a victim of the so-called War of the Currents, the battle between Nikola Tesla and Thomas Edison over alternating and direct current.",0,0
4035,how old was the elephant man when he died,"On Thursday, a 43-year-old captive female elephant died in Vietnam. The elephant - named Na Lieng - was forced to work in the tourist industry, giving ""holidaymakers"" rides on her back. She likely died, Thahn Nien News reported, from exhaustion. Sadly, the animal's death wasn't an anomalous event.",0,0
4036,how old was the elephant man when he died,"In March, a 40-year-old captive male elephant also died from severe exhaustion and overwork in the tourism industry, according to local news reports. A 36-year-old male elephant collapsed in January for the same reason: he was found dead with chains still on his front leg. In 2013, two female elephants also died in Vietnam - again, from overwork and hunger.",0,0
4037,how old was the elephant man when he died,"The cause of death is unknown. Autopsy results are pending. The oldest known living member of his species at the time of his death, Yoda was 4 years and 12 days old. Yoda carried a mutation that disables the production of three hormones required for normal growth.",0,0
4038,how old was the elephant man when he died,"John Hurt, widely admired stage and screen actor, dies aged 77. This article is more than 3 years old. Distinctive-voiced actor was Oscar nominated for Midnight Express and the Elephant Man, as well as being the victim of the notorious ‘chestburster’ in Alien.",0,1
4039,how old was the elephant man when he died,"Elephant Man – Complete Story of Joseph Merrick. One one of the most interesting Human Marvels is known as the Elephant Man. The times and tribulations of The Elephant Man, Joseph Carey Merrick, have long been the subject of books, films and theatre. As a result, ‘ The Elephant Man ’ is without a doubt the most famous human prodigy of all time.",1,0
4040,how old was the elephant man when he died,"Merrick enjoyed his time away from urban London greatly and collected wildflowers to take back with him to London. He visited Fawsley Hall again in 1888 and 1889. The Elephant Man was cared for at the hospital until his death at the age of 27 on April 11, 1890.",3,3
4041,how old was the elephant man when he died,"While his remains can no longer be viewed by the public, there is a small museum focused on his life, which houses some of his personal effects and period Merrick memorabilia. Note: While Joseph Merrick is better known as John Merrick, it is not his birth name.",0,0
4042,how old was the elephant man when he died,"While the state government encourages battery-powered electric fencing for crop protection, it is illegal to draw power for the fence from an electricity line. news Wildlife Tuesday, January 05, 2021 - 15:08. Megha Kaveri Follow @meghakaveri. A 20-year-old male elephant was found dead by electrocution near an agricultural field in Semmedu village in Boluvampatti range in Coimbatore district on Tuesday.",0,0
4043,how old was the elephant man when he died,"Polycarp was 86 years old when he died, an old man by any standard, and he was the bishop of Smyrna. He was considered a criminal by the Roman state because he was a Christian. He was arrested at a farmhouse and taken to the Roman amphitheater in Smyrna where he was burned and then stabbed to death.",0,0
4044,how old was the elephant man when he died,"A doctor, Frederick Treves, became involved in his case and Merrick was admitted to the hospital. “The weight of his head, which would have crushed his windpipe, prevented him from sleeping normally so he had to get his rest sitting up,” according to Biography.",1,0
4045,how old was the elephant man when he died,"He died trying to be like others.”. John Hurt in the David Lynch film, ‘The Elephant Man’ (1980). Photo by Images Press/IMAGES/Getty Images. In his lifetime he became well known and was visited by Alexandra, princess of Wales. In the 20th century, he was the subject of various books, a play, and the 1980 film The Elephant Man, starring Anthony Hopkins as the doctor and John Hurt as Merrick.",1,0
4046,how old was the elephant man when he died,"The skeleton of Joseph Merrick, known as the Elephant Man, has been preserved at the Royal London Hospital ever since 1890, the year of his death. But author Jo Vigor-Mungovin said she’s made a discovery: Merrick’s final resting place is in an unmarked grave in the City of London Cemetery.",1,0
4047,how old was the elephant man when he died,"Vigor-Mungovin, who wrote the book Joseph: The Life, Times & Places of the Elephant Man, told the BBC that his soft tissue remains were buried at the cemetery after Merrick’s body was dissected.",1,0
4048,how old was the elephant man when he died,"She posted a photo of the grave on Twitter on May 4, 2019, writing: “Today after weeks of emails, research & visits to the City of London Cemetery, the final resting place of Joseph Merrick has been located.",1,0
4049,how old was the elephant man when he died,His bones are at @BHAandM for medical purposes but his flesh/remains were buried in consecrated ground after a small service…”. This image of Joseph Merrick (1862–1890) was published in the British Medical Journal in 1886. Merrick had a skeletal and soft tissue deformity. He died at the age of 27.,3,3
4050,how old was the elephant man when he died,"She said the location of his grave was hard to track down, as Victorian London had many cemeteries, but she was “99 per cent certain” the grave was Merrick’s. “The burial is dated April 24, 1890, and Joseph died on April 11,” she said to the BBC. The records she found list “his residence as London Hospital, his age as 28 — Joseph was actually 27 but his date of birth was often given wrong — and the coroner as Wynne Baxter, who we know conducted Joseph’s inquest.”.",3,3
4051,how old was the elephant man when he died,"Merrick photographed in 1889. Merrick’s condition, which developed in early childhood, is believed to be due to a rare genetic disorder called Proteus syndrome. Because of his leg deformities, he could only walk with a stick. His mother died when he was 11, and he became an object of curiosity and ridicule.",1,0
4052,how old was the elephant man when he died,"1. Joseph Merrick – The Elephant Man (1862 – 1890) Few life stories are as tragic as that of Joseph Merrick. Born to a working class family in England in 1862, Joseph began suffering from abnormal growths during the first few years of his life.",1,2
4053,how old was the elephant man when he died,"0:00. 0:00. 0:00 / 2:26. Live. •. Billy is a 32-year-old Malaysian Elephant who has lived for two decades in the Los Angeles Zoo. His other elephant companions died and he was left all alone. Despite having an average lifespan of 65-70 years, his fellow elephants, at the Los Angeles Zoo, died before the age of 20.",0,0
4054,how old was the elephant man when he died,"According to the Washington Post, Hale died of complications from chronic obstructive pulmonary disease. John Hurt. The Oscar-nominated British actor whose career spanned six decades and starred in “The Elephant Man,” ""Alien"" and three ""Harry Potter"" movies died at the age of 77 on January 27.",0,1
4055,how old was the elephant man when he died,"According to the Washington Post, Hale died of complications from chronic obstructive pulmonary disease. John Hurt. The Oscar-nominated British actor whose career spanned six decades and starred in “The Elephant Man,” ""Alien"" and three ""Harry Potter"" movies died at the age of 77 on January 27.",0,1
4056,how old was the elephant man when he died,"According to the Washington Post, Hale died of complications from chronic obstructive pulmonary disease. John Hurt. The Oscar-nominated British actor whose career spanned six decades and starred in “The Elephant Man,” ""Alien"" and three ""Harry Potter"" movies died at the age of 77 on January 27.",0,1
4057,how old was the elephant man when he died,"Bernard Pomerance. Bernard Pomerance, the American playwright and poet who wrote the Tony-winning 1977 play “The Elephant Man,” died Aug. 26 at the age of 74 from complications from cancer at his home in Galisteo, New Mexico. Coach Rollie Massimino.",0,2
4058,how old was the elephant man when he died,"John Merrick – The Elephant Man. How he got his looks: Merrick was born with a genetic disorder that some believed was Proteus syndrome. This, however, has not been proven, and Merrick’s condition remains a mystery.",0,0
4059,how old was the elephant man when he died,"John Merrick, who is better known as the ""Elephant Man"" was a hideously deformed man with a rare disease who died in 1890 and inspired the hit movie 'Elephant Man.'. In rejecting the offer, the hospital said the skeleton was not for sale. The skeleton of the Elephant Man has been preserved at the Royal London Hospital ever since 1890, the year of his death.",1,3
4060,how old was the elephant man when he died,"John Merrick, who is better known as the ""Elephant Man"" was a hideously deformed man with a rare disease who died in 1890 and inspired the hit movie 'Elephant Man.'. In rejecting the offer, the hospital said the skeleton was not for sale.",1,0
4061,how old was the elephant man when he died,"When he was just two years old, Joseph Merrick's mother noticed that some areas of his skin began to change. Some darkened, discolored skin growths were appearing, and they began to look bumpy and rough. Lumps began to grow under the boy's skin—on his neck, his chest, and the back of his head. Mary Jane Merrick began to worry about her son, Joseph, and the other boys were starting to make fun of him.",1,0
4062,how old was the elephant man when he died,"As Joseph grew older, he began to look even more strange. The right side of his head began to grow, as did his right arm and hand. By the time he was 12 years old, Joseph's hand was so deformed it became useless. The growths on his skin were now large and repulsive for most people to look at.",1,0
4063,how old was the elephant man when he died,"That he tried to buy the bones of Joseph Merrick, more commonly known as The Elephant Man. That he slept in an oxygen tank, thinking it could help him live to 150 years old. The weirdest of rumors dominated his life, it's not surprising that they continue to do so in death.",0,0
4064,is levothyroxine likely to cause weight loss or weight gain,"I have tried to do research this, but there isn't a lot. Most places say that Levo should, if anything, cause weight loss. However, I have come across some people who have a similar experience - no life/diet changes, added levo, and sudden weight gain. July 12, 2013 2:17PM. 0.",1,2
4065,is levothyroxine likely to cause weight loss or weight gain,"in General Health, Fitness and Diet. Hi, all. I was wondering if anyone else has taken levoythyroxine and experienced weight gain as opposed to loss? Several months ago, my endocrinologist had my thyroid levels tested.",1,2
4066,is levothyroxine likely to cause weight loss or weight gain,Levothyroxine sodium is approved for treating the following conditions: An underactive thyroid (technically known as hypothyroidism) Some types of thyroid cancer (when used along with surgery or other treatments) Thyroid nodules and goiters.,1,0
4067,is levothyroxine likely to cause weight loss or weight gain,"Because the symptoms are subtle and because hypothyroidism can be detected with a simple and inexpensive blood test, healthcare providers recommend that most adults be tested periodically. Levothyroxine works to boost the body's thyroid hormone levels, which can work wonders for the symptoms of hypothyroidism.",1,1
4068,is levothyroxine likely to cause weight loss or weight gain,"However, do not expect results overnight; it often takes several weeks to notice any improvement. Levothyroxine should never be used to increase energy or cause weight loss in people without a thyroid problem. It is important to understand that with levothyroxine, more is not necessarily better.",1,3
4069,is levothyroxine likely to cause weight loss or weight gain,Levothyroxine Uses for Hypothyroidism. The thyroid is an important gland that produces hormones that help control metabolism and other functions of the body. It is located in the neck and is one of the largest glands in the human body. Hypothyroidism (an underactive thyroid) is a common disorder of the thyroid gland.,1,0
4070,is levothyroxine likely to cause weight loss or weight gain,"It can occur as the result of two very different problems. It can occur due to problems that cause the thyroid to be underactive (such as an inflammation of the thyroid), or it can be caused by medical treatments for other thyroid problems, such as an overactive thyroid ( hyperthyroidism ).",0,0
4071,is levothyroxine likely to cause weight loss or weight gain,"Part of the thyroid is often intentionally destroyed (using surgery or other treatments) in an effort to treat hyperthyroidism, cancer, or nodules. However, sometimes too much of the thyroid is destroyed, leaving people with an underactive thyroid (which will need to be treated with thyroid hormone replacement, such as levothyroxine).",1,1
4072,is levothyroxine likely to cause weight loss or weight gain,"Whatever the cause, the end result is the same -- the thyroid does not produce enough thyroid hormones, which can result in the following symptoms of hypothyroidism: Weight gain. Fatigue and weakness. Feeling cold all the time. Hair loss and/or coarse, dry hair. Skin that is dry, rough, and pale. Constipation.",0,1
4073,is levothyroxine likely to cause weight loss or weight gain,"If it's levothyroxine, it's a T4 med, if it's liothyronine, it's a T3 med which is almost never prescribed by itself and should never be used for a weight loss supplement. I remember you from the Weight Loss and Dieting Community. Your fear of weight gain requires counseling. Read More.",0,0
4074,is levothyroxine likely to cause weight loss or weight gain,"Read More. tsh test indicated hypothryroid. My MD prescribed levothyroxine 50mcg. My energy level increased, my weight increased (and I was overweight to begin with) and I'm losing my hair. She increased the dosage changed to synthroid 75mcg and my body reacted with severe palpitations.",2,2
4075,is levothyroxine likely to cause weight loss or weight gain,"It is a less accurate measure for athletes. As far as losing weight, it really all comes down to calories in and calories out. Read More. s I have not gained any weight through my illness and I worry that the higher the dose of Levothyroxine the more weight I may lose.",1,1
4076,is levothyroxine likely to cause weight loss or weight gain,"Ever since I stopped taking Levothyroxine, I have not suffered or noticed any side effects other than the major weight gain. I don't feel tired or sick or anything. I'm always full of energy and up and about. Today I finally mustered up the courage to call an endocrine health center for an appointment.",2,2
4077,is levothyroxine likely to cause weight loss or weight gain,"Thyroid disorders, diabetes mellitus, depression, blood pressure fluctuations, hormonal disturbances and anxiety all can cause such symptoms. Losing weight can be due to several reasons. Worm infestation, diabetes mellitus, thyroid disorders, malabsorption syndromes all can cause weight loss.",0,2
4078,is levothyroxine likely to cause weight loss or weight gain,"Read More. My doctor back then did warn me and tell me that a big side effect of not taking Levothyroxine would be weight gain. Ever since I stopped taking Levothyroxine, I have not suffered or noticed any side effects other than the major weight gain. I don't feel tired or sick or anything.",2,2
4079,is levothyroxine likely to cause weight loss or weight gain,Gut bacteria: There is some evidence to suggest that some cases of hypothyroidism may be caused by small-intestine bacterial overgrowth (SIBO) within the gut. It is known that a person’s gut bacteria can be predictive of whether they’re likely to lose or gain weight from eating a certain set of foods.,0,1
4080,is levothyroxine likely to cause weight loss or weight gain,"When you’re burning more energy at rest as a result of an increase in basal metabolic rate (compared to pre-synthroid treatment), weight loss is likely to occur. Neurochemistry: There is evidence to suggest that synthroid (levothyroxine) affects neurotransmission and neural activation (of particular regions).",1,2
4081,is levothyroxine likely to cause weight loss or weight gain,"This is due to the fact that subclinical hypothyroidism is unlikely to cause significant weight gain in the first place. Since lower doses exert a less substantial neurophysiological effect, BMR may only increase to a modest extent – leading to a small amount of weight loss.",0,2
4082,is levothyroxine likely to cause weight loss or weight gain,"Synthroid (Levothyroxine) & Weight Loss: A Common Experience. Synthroid (Levothyroxine) is among the most popular pharmaceutical medications in the United States; over 120 million prescriptions were filled for the drug within the past year. It is a synthetically engineered form of thyroxine (T4), an endogenous thyroid hormone produced by follicular cells within the thyroid gland.",1,2
4083,is levothyroxine likely to cause weight loss or weight gain,"Everyone is quick to automatically assume that synthroid is the sole influencer of weight loss without considering critical individual factors. Individual factors that should always be considered as affecting synthroid-induced weight loss include: dietary intake, exercise, genetics, sleep, and stress level.",1,2
4084,is levothyroxine likely to cause weight loss or weight gain,"Results indicated that baseline average weight was around 175 lbs (79.6 kg) and after 5 months of levothyroxine treatment, average weight change was 0.22 lbs (-0.1 kg). Of the 101 participants, 52% lost weight – average weight loss was 8.4 lbs (3.8 kg).",3,2
4085,is levothyroxine likely to cause weight loss or weight gain,"Levothyroxine should not be used to treat obesity or weight problems. Dangerous side effects or death can occur from the misuse of levothyroxine, especially if you are taking any other weight-loss medications or appetite suppressants.",1,3
4086,is levothyroxine likely to cause weight loss or weight gain,"Certain thyroid medications boost your metabolism, which can cause weight loss. These drugs include levothyroxine, liothyronine, and liotrix. Other drugs that may spur weight loss include some ADHD drugs, such as amphetamine/dextroamphetamine (Adderall) and methylphenidate (Concerta). Digestive system issues may also cause weight loss.",2,2
4087,is levothyroxine likely to cause weight loss or weight gain,"Levothyroxine Interactions and Iodine. Iodine is an essential element for making thyroid hormone, but iodine deficiency rarely causes hypothyroidism. If you're taking levothyroxine, you're thyroid isn't manufacturing thyroid hormone -- levothyroxine is providing an already fully formed synthetic hormone replacement.",0,1
4088,is levothyroxine likely to cause weight loss or weight gain,"View Work. Levothyroxine can interfere with the absorption of other medications. Levothyroxine is a synthetic thyroid hormone prescribed to treat low thyroid function, also known as hypothyroidism. Part of your endocrine system, your thyroid gland is located at the base of your throat and creates the hormones that control how quickly you use both oxygen and energy -- the basis of your metabolism.",0,0
4089,is levothyroxine likely to cause weight loss or weight gain,"A sluggish thyroid doesn't produce enough hormones; as a result your metabolism slows down -- which can easily lead to weight gain. Once you begin to take levothyroxine, your metabolism will normalize and weight loss should be easier.",2,3
4090,is levothyroxine likely to cause weight loss or weight gain,"Metabolism and Weight Loss. Weight loss with hypothyroidism can be challenging because a slower metabolism results in fewer calories being used. Taking levothyroxine should boost your metabolism, helping you to burn more calories, even at rest. You can also keep your metabolism high by burning more calories through exercise -- especially strength training exercises, which build muscle mass.",2,3
4091,is levothyroxine likely to cause weight loss or weight gain,"Blood tests will be needed to check for unwanted effects. Levothyroxine should not be used for the treatment of obesity or for the purpose of losing weight. This medicine is not effective for weight reduction. If taken in large amounts, levothyroxine may cause serious unwanted effects.",2,3
4092,is levothyroxine likely to cause weight loss or weight gain,"Neurological levothyroxine side effects are somewhat rare. Some have reported experiencing seizures during the start of their therapy, but these usually taper after a few months. Levothyroxine has also been reported to cause muscle weakness or hyperactivity in some patients. This can lead to crankiness or unexplained irritability.",0,0
4093,is levothyroxine likely to cause weight loss or weight gain,"Musculoskeletal Effects. Studies have shown that long-term use of levothyroxine may lead to an increased risk for osteoporosis, particularly in those that are already at risk for developing the condition. The rates of femur fractures are larger in those using thyroid therapy than those that do not, especially in women.",0,0
4094,is levothyroxine likely to cause weight loss or weight gain,"Side Effects of Levothyroxine. In general, levothyroxine is well tolerated in patients. Most side effects stem from overusing the drug or using it incorrectly. Follow all instructions from your doctor when using levothyroxine and ask questions about anything you do not understand. Common levothyroxine side effects include heat intolerance, anxiety, increased appetite, weight loss, insomnia, diarrhea, palpitations, tachycardia, hypertension, angina, increased bowel frequency and menstrual irregularities.",2,2
4095,is levothyroxine likely to cause weight loss or weight gain,Does the thyroid medication Levothyroxine help with weight gain and puffiness. Comment. shaybabe01. Yes it does help with weight gain not sure on the puffiness part.. I am currently on a new dose of levothyroxin... I am not sure if it is too high of a dose or not I am a little afraid that it might be..,2,2
4096,is levothyroxine likely to cause weight loss or weight gain,"Hypothyroidism. Symptoms of an underactive thyroid gland include tiredness, feeling cold, and gaining weight. Having too low levels of thyroid hormone (hypothyroidism) slows your metabolism and increases the chance you'll gain weight. Hypothyroidism can be treated with medications.",0,3
4097,is levothyroxine likely to cause weight loss or weight gain,"Thyroid conditions generally fall into two categories: hypothyroidism and hyperthyroidism. The most common thyroid problem is hypothyroidism, an underactive thyroid, which leads to a slow metabolism, hormonal imbalances, a weak immune system, muscle pain, weight gain, fatigue, dry skin, hair loss, heart problems, and much more.",0,2
4098,is levothyroxine likely to cause weight loss or weight gain,"Although Synthroid improves thyroid functioning by supplying levothyroxine, it is not recommended for any off-label use including as an anti-obesity or weight loss drug. The dose required to increase metabolism and trigger weight loss is too high and may actually cause serious side effects.",2,3
4099,is levothyroxine likely to cause weight loss or weight gain,"Since much of the weight gain in hypothyroidism is accumulation in salt and water, when the hypothyroidism is treated one can expect a small (usually less than 10% of body weight) weight loss. As in the treatment with hyperthyroidism, treatment of the abnormal state of hypothyroidism with thyroid hormone results in a return of body weight to what it was before the hypothyroidism developed.",1,2
4100,is levothyroxine likely to cause weight loss or weight gain,"Stop weight gain A daily dose of levothyroxine (Levothroid, Levoxyl, Synthroid) will rev up your thyroid hormone production again, and with it, your metabolism. Once you're on the right dose, your weight should stabilize, and you shouldn't have any more trouble losing weight than anyone else.",2,2
4101,is levothyroxine likely to cause weight loss or weight gain,"One of the symptoms of an underactive thyroid gland is weight gain. So, once you start taking levothyroxine, you may lose weight as your body's hormones rebalance. Losing weight can also be a sign that your dose of levothyroxine is too high.",2,3
4102,is levothyroxine likely to cause weight loss or weight gain,"Dosage. You may need to take several different tablets to make up your dose. Levothyroxine comes in 25 microgram, 50 microgram and 100 microgram tablets. The word microgram is sometimes written with the Greek symbol μ followed by the letter g (μg). A microgram is 1,000 times smaller than a milligram (mg).",0,0
4103,is levothyroxine likely to cause weight loss or weight gain,"The recommended starting dose of levothyroxine sodium in newborn infants is 10-15 mcg/kg/day. A lower starting dose (e.g., 25 mcg/day) should be considered in infants at risk for cardiac failure, and the dose should be increased in 4-6 weeks as needed based on clinical and laboratory response to treatment.",0,0
4104,is levothyroxine likely to cause weight loss or weight gain,"Levothyroxine contains only T4 which has to convert to T3 inside the body to be effective. As mentioned above, the conversion of T4 to T3 is interrupted by Hashimoto’s thyroiditis, stress, obesity, aging, diabetes, nutritional issues, beta-blockers and steroids.",0,1
4105,is levothyroxine likely to cause weight loss or weight gain,"Levothyroxine contains only T4 which has to convert to T3 inside the body to be effective. As mentioned above, the conversion of T4 to T3 is interrupted by Hashimoto’s thyroiditis, stress, obesity, aging, diabetes, nutritional issues, beta-blockers and steroids.",0,1
4106,is levothyroxine likely to cause weight loss or weight gain,You can also report them to the U. Two other brands of levothyroxine are Levoxyl and Levothroid they are free of lactose. Constipation is not listed as a common reaction to levothyroxine Synthroid while diarrhea is listed as such. This is not a complete list of the side effects associated with levothyroxine.,0,0
4107,is levothyroxine likely to cause weight loss or weight gain,"Does synthroid cause weight loss for hypothyroidism — Synthroid (levothyroxine) 50 mg, you'll also have more energy, which can help motivate you to exercise.. Synthroid is not for women or children. Synthroid 112 mcg price — Synthroid (levothyroxine) 125 mg, i became only to should dosages of nerves..",0,2
4108,is levothyroxine likely to cause weight loss or weight gain,"Synthroid 100 mcg — Synthroid (levothyroxine) 100 mg, while weight gain can be a symptom of hypothyroidism, taking levothyroxine does not immediately cause weight loss.. Synthroid increase the dose to 100mg.",2,2
4109,is levothyroxine likely to cause weight loss or weight gain,"Thyroid Medication Mistakes To Avoid. Thyroid hormone replacement medication, like levothyroxine (Synthroid), is prescribed when your thyroid gland isn’t making enough thyroid hormone. The medication provides needed thyroid hormone, which helps with symptoms of hypothyroidism, like fatigue, weight gain, or hair loss.",2,2
4110,is levothyroxine likely to cause weight loss or weight gain,"It is not indicated for weight loss. Levothyroxine is taken by mouth or given by intravenous injection. Maximum effect from a specific dose can take up to six weeks to occur. Side effects from excessive doses include weight loss, trouble tolerating heat, sweating, anxiety, trouble sleeping, tremor, and fast heart rate.",2,2
4111,is levothyroxine likely to cause weight loss or weight gain,"Levothyroxine should not be used to treat obesity or weight problems. Dangerous side effects or death can occur from the misuse of levothyroxine, especially if you are taking any other weight-loss medications or appetite suppressants.",1,3
4112,is levothyroxine likely to cause weight loss or weight gain,"Hypothyroidism. Levothyroxine withdrawal may cause hypothyroidism, or underactive thyroid 2 3 4. Hypothyroidism causes weight gain, fatigue, depression and sensitivity to cold because your body does not have enough thyroid hormone so your body processes slow down 2.",2,3
4113,is levothyroxine likely to cause weight loss or weight gain,"Long-term Overdose Side Effects. Long-term use of levothyroxine in high doses may cause certain side effects that are listed below: Chest pain or discomfort, irregular heartbeats. Menstrual changes, impaired fertility. Extreme fatigue, sweating. Decreased urine output, heat intolerance.",0,1
4114,is levothyroxine likely to cause weight loss or weight gain,"Levothyroxine causes virtually no side effects when used in the appropriate dose and is relatively inexpensive. If you change brands, let your doctor know to ensure you’re still receiving the right dosage. Also, don’t skip doses or stop taking the drug. If you do, signs and symptoms will gradually return.",0,0
4115,is levothyroxine likely to cause weight loss or weight gain,"Levothyroxine causes virtually no side effects when used in the appropriate dose and is relatively inexpensive. If you change brands, let your doctor know to ensure you’re still receiving the right dosage. Also, don’t skip doses or stop taking the drug. If you do, signs and symptoms will gradually return.",0,0
